timestamp,open,high,low,close,volume
2018-01-02,259.7699890136719,267.5,257.57000732421875,267.010009765625,3313500
2018-01-03,267.2900085449219,270.7300109863281,266.0299987792969,269.92999267578125,3116100
2018-01-04,271.5899963378906,271.760009765625,268.42999267578125,270.0199890136719,1906700
2018-01-05,271.9700012207031,274.260009765625,269.45001220703125,271.6199951171875,2863300
2018-01-08,270.9200134277344,272.54998779296875,269.0599975585937,272.2699890136719,2097100
2018-01-09,273.0599975585937,273.8500061035156,268.19000244140625,268.5,2602700
2018-01-10,265.9800109863281,266.1400146484375,260.7300109863281,262.8299865722656,3160700
2018-01-11,263.57000732421875,263.8500061035156,261.54998779296875,263.5,1772600
2018-01-12,263.3900146484375,265.32000732421875,262.010009765625,264.2900085449219,1988100
2018-01-16,265.17999267578125,267.0,261.6600036621094,263.25,3352800
2018-01-17,265.4800109863281,266.5299987792969,260.4599914550781,265.8099975585937,3736500
2018-01-18,265.4599914550781,270.0599975585937,264.4800109863281,269.79998779296875,3031900
2018-01-19,269.1499938964844,269.44000244140625,266.07000732421875,266.3900146484375,2996300
2018-01-22,265.6499938964844,266.7699890136719,260.6199951171875,262.1099853515625,2723000
2018-01-23,261.739990234375,264.4100036621094,258.1099853515625,262.8999938964844,3539800
2018-01-24,260.9700012207031,263.2699890136719,256.0,256.8599853515625,4540500
2018-01-25,257.739990234375,257.8399963378906,247.0,247.2899932861328,5952000
2018-01-26,249.4199981689453,250.9499969482422,245.2400054931641,250.7899932861328,4901400
2018-01-29,248.27999877929688,249.4900054931641,243.4900054931641,245.47000122070312,5040100
2018-01-30,241.25,245.02999877929688,237.00999450683597,240.97999572753903,4600200
2018-01-31,250.0,253.13999938964844,244.8600006103516,248.02999877929688,8048200
2018-02-01,241.72000122070312,245.8999938964844,238.1000061035156,238.7899932861328,6685100
2018-02-02,236.7700042724609,237.9600067138672,234.08999633789065,235.47999572753903,5835200
2018-02-05,234.67999267578125,244.0,227.6000061035156,228.1000061035156,7077600
2018-02-06,225.6199951171875,240.3999938964844,224.8999938964844,240.3800048828125,7774400
2018-02-07,238.75999450683597,243.1000061035156,237.0,237.3800048828125,4047500
2018-02-08,237.38999938964844,238.5200042724609,229.50999450683597,229.57000732421875,4320000
2018-02-09,232.7899932861328,237.1199951171875,226.25,235.5,4328200
2018-02-12,237.8600006103516,245.47999572753903,237.5,244.3999938964844,3506300
2018-02-13,241.00999450683597,246.02999877929688,240.05999755859372,245.8600006103516,2371900
2018-02-14,245.0,248.6499938964844,243.47999572753903,247.66000366210935,2549100
2018-02-15,249.27999877929688,251.83999633789065,244.42999267578125,251.8300018310547,2554000
2018-02-16,251.2700042724609,252.3699951171875,248.0399932861328,248.88999938964844,3263900
2018-02-20,248.75,255.7400054931641,247.5200042724609,249.6199951171875,4169300
2018-02-21,252.4900054931641,253.47000122070312,248.4499969482422,248.6199951171875,2815600
2018-02-22,249.1199951171875,253.1000061035156,248.2700042724609,249.3500061035156,1934200
2018-02-23,252.13999938964844,255.02999877929688,250.2899932861328,253.7100067138672,1828000
2018-02-26,251.9600067138672,254.44000244140625,251.0,252.9499969482422,2887800
2018-02-27,252.08999633789065,255.6699981689453,251.67999267578125,251.80999755859372,2117600
2018-02-28,254.0800018310547,254.4900054931641,245.97999572753903,246.4600067138672,2883400
2018-03-01,245.8600006103516,249.1199951171875,241.30999755859372,243.30999755859372,2604400
2018-03-02,240.42999267578125,251.17999267578125,240.22999572753903,250.8699951171875,2740200
2018-03-05,249.8999938964844,251.33999633789065,243.4199981689453,246.97999572753903,2590000
2018-03-06,249.30999755859372,251.3000030517578,247.32000732421875,250.9600067138672,3003000
2018-03-07,248.69000244140625,249.3999938964844,244.3300018310547,247.0500030517578,3154900
2018-03-08,248.25999450683597,248.3000030517578,245.9199981689453,246.9499969482422,3355400
2018-03-09,248.5800018310547,254.27999877929688,247.6300048828125,253.77999877929688,3078200
2018-03-12,260.6499938964844,264.29998779296875,259.6199951171875,262.8399963378906,5388100
2018-03-13,266.42999267578125,273.8500061035156,260.2300109863281,261.2200012207031,6685500
2018-03-14,262.0,262.3399963378906,255.1499938964844,260.5899963378906,3961900
2018-03-15,263.7300109863281,268.8999938964844,263.5,267.760009765625,5799000
2018-03-16,263.0,263.6000061035156,254.41000366210935,254.8699951171875,11395500
2018-03-19,253.1000061035156,256.489990234375,242.7700042724609,244.9499969482422,7126700
2018-03-20,245.1000061035156,248.0500030517578,241.27999877929688,242.3600006103516,6191800
2018-03-21,240.5800018310547,250.58999633789065,240.05999755859372,246.0,5491200
2018-03-22,242.02999877929688,246.72000122070312,241.5,243.57000732421875,4307800
2018-03-23,243.3800048828125,245.22000122070312,240.41000366210935,242.47999572753903,5907000
2018-03-26,247.6699981689453,248.8300018310547,240.50999450683597,247.72999572753903,4871300
2018-03-27,248.0800018310547,254.25,241.6000061035156,244.3699951171875,6391700
2018-03-28,244.0800018310547,246.92999267578125,235.6000061035156,236.67999267578125,4174400
2018-03-29,238.08999633789065,240.83999633789065,234.75999450683597,235.6499938964844,4687400
2018-04-02,233.9499969482422,236.1199951171875,225.44000244140625,227.67999267578125,5308800
2018-04-03,230.8600006103516,236.97999572753903,227.2100067138672,236.77999877929688,4556900
2018-04-04,230.0500030517578,237.9199981689453,229.5,236.9900054931641,3772000
2018-04-05,240.75999450683597,241.67999267578125,235.0,236.30999755859372,3579800
2018-04-06,233.72999572753903,236.5399932861328,227.75999450683597,228.8699951171875,3024800
2018-04-09,229.97999572753903,239.66000366210935,229.25999450683597,234.7400054931641,3749400
2018-04-10,239.55999755859372,241.55999755859372,237.66000366210935,239.75,3324400
2018-04-11,238.1199951171875,240.72000122070312,237.0800018310547,240.32000732421875,1992200
2018-04-12,241.42999267578125,242.63999938964844,237.1000061035156,239.42999267578125,4103600
2018-04-13,250.0,252.0,244.8999938964844,246.94000244140625,4831200
2018-04-16,249.08999633789065,249.88999938964844,245.67999267578125,249.3699951171875,2517200
2018-04-17,250.88999938964844,252.8500061035156,249.63999938964844,251.7400054931641,2508400
2018-04-18,251.0,251.6699981689453,247.4600067138672,249.58999633789065,2051100
2018-04-19,243.5399932861328,246.27999877929688,240.66000366210935,242.8600006103516,5014100
2018-04-20,241.22000122070312,241.6000061035156,235.00999450683597,237.1199951171875,4153000
2018-04-23,237.9900054931641,238.32000732421875,232.1199951171875,233.4499969482422,3133700
2018-04-24,235.7400054931641,236.1199951171875,226.69000244140625,228.38999938964844,4488900
2018-04-25,229.0,231.1000061035156,225.8600006103516,229.0,3402300
2018-04-26,231.0,231.8800048828125,228.3000030517578,230.4199981689453,3275100
2018-04-27,233.57000732421875,234.1999969482422,230.6999969482422,232.77999877929688,2721100
2018-04-30,232.5800018310547,234.1199951171875,228.32000732421875,229.4199981689453,3968200
2018-05-01,230.8500061035156,230.8500061035156,226.3600006103516,230.3800048828125,4494700
2018-05-02,233.3000030517578,233.44000244140625,226.8000030517578,228.7400054931641,5295000
2018-05-03,226.4900054931641,227.8800048828125,222.67999267578125,225.25,5801100
2018-05-04,223.6499938964844,232.08999633789065,221.97999572753903,230.5200042724609,5130300
2018-05-07,231.3000030517578,236.8999938964844,231.0,235.97000122070312,3695300
2018-05-08,235.7400054931641,238.9600067138672,234.82000732421875,238.8500061035156,4014900
2018-05-09,235.8000030517578,239.1300048828125,234.0500030517578,238.0500030517578,3503100
2018-05-10,239.72999572753903,243.72999572753903,238.6100006103516,243.50999450683597,2574700
2018-05-11,243.0800018310547,244.5,241.6000061035156,243.3800048828125,2405200
2018-05-14,246.27999877929688,248.4199981689453,243.8000030517578,244.75999450683597,2758000
2018-05-15,242.30999755859372,244.44000244140625,238.5,241.5800018310547,2498400
2018-05-16,242.13999938964844,242.2100067138672,238.9900054931641,240.50999450683597,2933000
2018-05-17,238.1199951171875,241.66000366210935,238.0,239.4499969482422,2282500
2018-05-18,239.8600006103516,240.6199951171875,235.8800048828125,235.9900054931641,2526200
2018-05-21,239.4600067138672,240.5,236.6699981689453,239.0500030517578,2572000
2018-05-22,240.2400054931641,241.3699951171875,237.5800018310547,238.4900054931641,1921800
2018-05-23,236.22999572753903,240.6300048828125,236.02999877929688,240.55999755859372,2345400
2018-05-24,240.8600006103516,244.3600006103516,240.0,243.52999877929688,2279900
2018-05-25,244.0399932861328,250.67999267578125,244.0399932861328,250.02999877929688,3221400
2018-05-29,248.63999938964844,251.1100006103516,248.47000122070312,249.69000244140625,2828100
2018-05-30,251.17999267578125,252.02999877929688,249.3300018310547,249.3999938964844,2684400
2018-05-31,249.25999450683597,255.2899932861328,249.0,252.07000732421875,3469800
2018-06-01,254.3699951171875,257.70001220703125,252.5399932861328,256.3399963378906,2636000
2018-06-04,258.0,259.3599853515625,256.2300109863281,258.3699951171875,2588600
2018-06-05,259.4599914550781,261.3500061035156,258.0400085449219,259.260009765625,4237400
